organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
Premier Retail Corporation,corporation,PRRE,Newark,DE,546,Retail,1820,136500,6624,34,High,partnerships@premierretail.com,https://www.premierretail.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685564,Medium
Advanced Stores Systems,corporation,ADST,Sacramento,CA,547,Retail,1816,136200,6595,34,High,giving@advancedstores.com,https://www.advancedstores.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685605,High
Premier Shopping Systems,corporation,PRSH,Lancaster,PA,548,Retail,1812,135900,6566,37,High,giving@premiershopping.com,https://www.premiershopping.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685676,Medium
Strategic Outlet LLC,corporation,STOU,South Portland,ME,549,Retail,1808,135600,6537,34,High,community@strategicoutlet.com,https://www.strategicoutlet.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685699,Medium
Innovative Outlet Company,corporation,INOU,Mount Vernon,NY,550,Retail,1804,135300,6508,38,High,partnerships@innovativeoutle.com,https://www.innovativeoutle.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685715,High
Premier Outlet Company,corporation,PROU,Provo,UT,551,Retail,1800,135000,6480,32,High,relations@premieroutlet.com,https://www.premieroutlet.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685730,Medium
Premier Shopping Corporation,corporation,PRSH,Grand Forks,ND,552,Retail,1796,134700,6451,40,High,marketing@premiershopping.com,https://www.premiershopping.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685742,Medium
Advanced Retail Systems,corporation,ADRE,Honolulu,HI,553,Retail,1792,134400,6422,31,High,community@advancedretail.com,https://www.advancedretail.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685754,Medium
Innovative Market Company,corporation,INMA,Baton Rouge,LA,554,Retail,1788,134100,6393,37,High,relations@innovativemarke.com,https://www.innovativemarke.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685769,Medium
Premier Retail Enterprises,corporation,PRRE,Olathe,KS,555,Retail,1784,133800,6365,32,High,giving@premierretail.com,https://www.premierretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685780,Medium
Elite Outlet Group,corporation,ELOU,Lewiston,ME,556,Retail,1780,133500,6336,36,High,giving@eliteoutlet.com,https://www.eliteoutlet.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685791,Medium
Strategic Shopping Corporation,corporation,STSH,Nashville,TN,557,Retail,1776,133200,6308,34,High,partnerships@strategicshoppi.com,https://www.strategicshoppi.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685802,Medium
Innovative Shopping Inc.,corporation,INSH,Macon,GA,558,Retail,1772,132900,6279,40,High,partnerships@innovativeshopp.com,https://www.innovativeshopp.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685814,Medium
Elite Market Group,corporation,ELMA,Lowell,MA,559,Retail,1768,132600,6251,38,High,relations@elitemarket.com,https://www.elitemarket.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685825,High
Superior Retail Group,corporation,SURE,Providence,RI,560,Retail,1764,132300,6223,37,High,giving@superiorretail.com,https://www.superiorretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685836,Medium
Premier Market Holdings,corporation,PRMA,Pierre,SD,561,Retail,1760,132000,6195,36,High,marketing@premiermarket.com,https://www.premiermarket.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685846,Medium
Strategic Retail Corporation,corporation,STRE,Nashua,NH,562,Retail,1756,131700,6167,31,High,partnerships@strategicretail.com,https://www.strategicretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685857,Medium
Innovative Plaza Corporation,corporation,INPL,Morgantown,WV,563,Retail,1752,131400,6139,35,High,relations@innovativeplaza.com,https://www.innovativeplaza.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685869,Medium
Strategic Shopping Enterprises,corporation,STSH,Beaverton,OR,564,Retail,1748,131100,6111,39,High,relations@strategicshoppi.com,https://www.strategicshoppi.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685880,Medium
Elite Plaza Holdings,corporation,ELPL,Twin Falls,ID,565,Retail,1744,130800,6083,35,High,relations@eliteplaza.com,https://www.eliteplaza.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685891,Medium
Elite Mart Inc.,corporation,ELMA,West Valley City,UT,566,Retail,1740,130500,6055,38,High,community@elitemart.com,https://www.elitemart.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685902,Medium
Elite Stores LLC,corporation,ELST,Wilmington,DE,567,Retail,1736,130200,6027,40,High,giving@elitestores.com,https://www.elitestores.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685912,Medium
Advanced Stores Group,corporation,ADST,Waterloo,IA,568,Retail,1732,129900,5999,34,High,partnerships@advancedstores.com,https://www.advancedstores.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685923,Medium
Premier Mart Corporation,corporation,PRMA,Hobbs,NM,569,Retail,1728,129600,5971,36,High,community@premiermart.com,https://www.premiermart.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685937,Medium
Superior Retail Enterprises,corporation,SURE,Fremont,NE,570,Retail,1724,129300,5944,34,High,community@superiorretail.com,https://www.superiorretail.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685950,Medium
Dynamic Commerce Systems,corporation,DYCO,Norwalk,CT,571,Retail,1720,129000,5916,38,High,marketing@dynamiccommerce.com,https://www.dynamiccommerce.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685962,Medium
Dynamic Market Inc.,corporation,DYMA,Fort Collins,CO,572,Retail,1716,128700,5889,35,High,partnerships@dynamicmarket.com,https://www.dynamicmarket.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685973,High
Superior Mart Enterprises,corporation,SUMA,Hammond,IN,573,Retail,1712,128400,5861,32,High,community@superiormart.com,https://www.superiormart.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.685990,Medium
Premier Outlet Corporation,corporation,PROU,Lafayette,LA,574,Retail,1708,128100,5834,38,High,partnerships@premieroutlet.com,https://www.premieroutlet.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686003,Medium
Advanced Shopping Systems,corporation,ADSH,Beckley,WV,575,Retail,1704,127800,5807,32,High,marketing@advancedshoppin.com,https://www.advancedshoppin.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686016,Medium
Dynamic Retail Holdings,corporation,DYRE,Auburn,AL,576,Retail,1700,127500,5780,32,High,marketing@dynamicretail.com,https://www.dynamicretail.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686028,Medium
Dynamic Stores Holdings,corporation,DYST,Pierre,SD,577,Retail,1696,127200,5752,30,High,partnerships@dynamicstores.com,https://www.dynamicstores.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686040,Medium
Professional Shopping Inc.,corporation,PRSH,Lewiston,ME,578,Retail,1692,126900,5725,29,High,partnerships@professionalsho.com,https://www.professionalsho.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686055,Medium
Superior Plaza Enterprises,corporation,SUPL,Omaha,NE,579,Retail,1688,126600,5698,33,High,partnerships@superiorplaza.com,https://www.superiorplaza.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686067,Medium
Strategic Commerce Systems,corporation,STCO,Spokane,WA,580,Retail,1684,126300,5671,39,High,relations@strategiccommer.com,https://www.strategiccommer.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686082,High
Professional Shopping Corporation,corporation,PRSH,Portsmouth,VA,581,Retail,1680,126000,5644,32,High,community@professionalsho.com,https://www.professionalsho.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686095,Medium
Professional Outlet Corporation,corporation,PROU,Newport News,VA,582,Retail,1676,125700,5617,29,High,community@professionalout.com,https://www.professionalout.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686109,Medium
Strategic Commerce Company,corporation,STCO,Wasilla,AK,583,Retail,1672,125400,5591,32,High,giving@strategiccommer.com,https://www.strategiccommer.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686123,Medium
Advanced Retail LLC,corporation,ADRE,Great Falls,MT,584,Retail,1668,125100,5564,30,High,relations@advancedretail.com,https://www.advancedretail.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686138,Medium
Advanced Outlet Group,corporation,ADOU,Thornton,CO,585,Retail,1664,124800,5537,31,High,relations@advancedoutlet.com,https://www.advancedoutlet.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686151,High
Premier Shopping Enterprises,corporation,PRSH,Las Vegas,NV,586,Retail,1660,124500,5511,39,High,giving@premiershopping.com,https://www.premiershopping.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686164,Medium
Elite Market Group,corporation,ELMA,Rio Rancho,NM,587,Retail,1656,124200,5484,32,High,relations@elitemarket.com,https://www.elitemarket.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686177,Medium
Professional Plaza LLC,corporation,PRPL,Fort Worth,TX,588,Retail,1652,123900,5458,33,High,partnerships@professionalpla.com,https://www.professionalpla.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686192,High
Superior Market Company,corporation,SUMA,Sioux City,IA,589,Retail,1648,123600,5431,36,High,giving@superiormarket.com,https://www.superiormarket.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686214,Medium
Advanced Commerce Group,corporation,ADCO,South Burlington,VT,590,Retail,1644,123300,5405,30,High,relations@advancedcommerc.com,https://www.advancedcommerc.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686228,Medium
Dynamic Commerce Systems,corporation,DYCO,Allentown,PA,591,Retail,1640,122999,5379,29,High,community@dynamiccommerce.com,https://www.dynamiccommerce.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686243,Medium
Superior Mart LLC,corporation,SUMA,Newport News,VA,592,Retail,1636,122699,5352,32,High,marketing@superiormart.com,https://www.superiormart.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686253,Medium
Elite Market Inc.,corporation,ELMA,Wilmington,DE,593,Retail,1632,122399,5326,32,High,giving@elitemarket.com,https://www.elitemarket.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686271,Medium
Dynamic Retail Group,corporation,DYRE,Rochester,NY,594,Retail,1628,122099,5300,34,High,community@dynamicretail.com,https://www.dynamicretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686291,High
Dynamic Market Corporation,corporation,DYMA,Annapolis,MD,595,Retail,1624,121800,5274,38,High,marketing@dynamicmarket.com,https://www.dynamicmarket.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686304,Medium
Strategic Retail Inc.,corporation,STRE,Kenosha,WI,596,Retail,1620,121500,5248,38,High,relations@strategicretail.com,https://www.strategicretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686317,Medium
Dynamic Market Systems,corporation,DYMA,Reading,PA,597,Retail,1616,121200,5222,34,High,giving@dynamicmarket.com,https://www.dynamicmarket.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686335,Medium
Advanced Retail Inc.,corporation,ADRE,Casper,WY,598,Retail,1612,120900,5197,30,High,giving@advancedretail.com,https://www.advancedretail.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686349,Medium
Strategic Stores Enterprises,corporation,STST,Edmond,OK,599,Retail,1608,120600,5171,36,High,marketing@strategicstores.com,https://www.strategicstores.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686372,Medium
Elite Stores Company,corporation,ELST,Sandy Springs,GA,600,Retail,1604,120300,5145,29,High,community@elitestores.com,https://www.elitestores.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686386,Medium
Superior Commerce Systems,corporation,SUCO,Corpus Christi,TX,601,Retail,1600,120000,5120,30,High,marketing@superiorcommerc.com,https://www.superiorcommerc.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686402,High
Elite Outlet Company,corporation,ELOU,Wichita,KS,602,Retail,1596,119700,5094,28,High,community@eliteoutlet.com,https://www.eliteoutlet.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686414,Medium
Superior Outlet Group,corporation,SUOU,Great Falls,MT,603,Retail,1592,119400,5068,27,High,relations@superioroutlet.com,https://www.superioroutlet.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686426,Medium
Superior Retail LLC,corporation,SURE,St. Louis,MO,604,Retail,1588,119100,5043,29,High,community@superiorretail.com,https://www.superiorretail.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686439,Medium
Strategic Mart LLC,corporation,STMA,Ann Arbor,MI,605,Retail,1584,118800,5018,27,High,giving@strategicmart.com,https://www.strategicmart.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686451,Medium
Superior Market Group,corporation,SUMA,North Little Rock,AR,606,Retail,1580,118500,4992,29,High,giving@superiormarket.com,https://www.superiormarket.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686463,Medium
Elite Plaza Group,corporation,ELPL,Fairbanks,AK,607,Retail,1576,118200,4967,30,High,giving@eliteplaza.com,https://www.eliteplaza.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686479,Medium
Elite Plaza Holdings,corporation,ELPL,Virginia Beach,VA,608,Retail,1572,117900,4942,29,High,community@eliteplaza.com,https://www.eliteplaza.com,Connecting customers with products they love while investing in community programs that make a difference.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686495,Medium
Dynamic Market Group,corporation,DYMA,Kalispell,MT,609,Retail,1568,117600,4917,29,High,marketing@dynamicmarket.com,https://www.dynamicmarket.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686514,Medium
Professional Plaza Enterprises,corporation,PRPL,Waterloo,IA,610,Retail,1564,117300,4892,34,High,partnerships@professionalpla.com,https://www.professionalpla.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686531,Medium
Premier Stores Corporation,corporation,PRST,West Jordan,UT,611,Retail,1560,117000,4867,26,High,relations@premierstores.com,https://www.premierstores.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686542,Medium
Dynamic Outlet Systems,corporation,DYOU,Warren,MI,612,Retail,1556,116700,4842,29,High,partnerships@dynamicoutlet.com,https://www.dynamicoutlet.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686556,Medium
Advanced Plaza Group,corporation,ADPL,San Jose,CA,613,Retail,1552,116400,4817,33,High,marketing@advancedplaza.com,https://www.advancedplaza.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686567,High
Elite Shopping Inc.,corporation,ELSH,East Honolulu,HI,614,Retail,1548,116100,4792,29,High,relations@eliteshopping.com,https://www.eliteshopping.com,Serving communities with quality products and services while supporting local initiatives that strengthen neighborhoods.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686579,Medium
Premier Commerce Inc.,corporation,PRCO,Hobbs,NM,615,Retail,1544,115800,4767,34,High,giving@premiercommerce.com,https://www.premiercommerce.com,Building stronger communities through retail excellence and meaningful partnerships with local organizations.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686591,Medium
Elite Media Corporation,corporation,ELME,Tempe,AZ,616,Telecommunications,4620,269500,26680,29,High,partnerships@elitemedia.com,https://www.elitemedia.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686900,Medium
Dynamic Connect Inc.,corporation,DYCO,Allentown,PA,617,Telecommunications,4608,268800,26542,32,High,relations@dynamicconnect.com,https://www.dynamicconnect.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686923,Medium
Advanced Media Group,corporation,ADME,Atlanta,GA,618,Telecommunications,4596,268100,26404,37,High,partnerships@advancedmedia.com,https://www.advancedmedia.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686949,Medium
Superior Media Corporation,corporation,SUME,Meridian,MS,619,Telecommunications,4584,267400,26266,35,High,relations@superiormedia.com,https://www.superiormedia.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686961,Medium
Elite Telecom Group,corporation,ELTE,Chandler,AZ,620,Telecommunications,4572,266700,26128,33,High,giving@elitetelecom.com,https://www.elitetelecom.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686975,Medium
Innovative Cable LLC,corporation,INCA,West Fargo,ND,621,Telecommunications,4560,266000,25992,35,High,relations@innovativecable.com,https://www.innovativecable.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686987,Medium
Elite Telecom Enterprises,corporation,ELTE,Huntsville,AL,622,Telecommunications,4548,265300,25855,34,High,giving@elitetelecom.com,https://www.elitetelecom.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.686998,Medium
Dynamic Connect Enterprises,corporation,DYCO,North Little Rock,AR,623,Telecommunications,4536,264600,25719,33,High,relations@dynamicconnect.com,https://www.dynamicconnect.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687009,Medium
Innovative Wireless Enterprises,corporation,INWI,Houston,TX,624,Telecommunications,4524,263900,25583,32,High,relations@innovativewirel.com,https://www.innovativewirel.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687022,High
Strategic Connect Corporation,corporation,STCO,Hampton,VA,625,Telecommunications,4512,263200,25447,28,High,marketing@strategicconnec.com,https://www.strategicconnec.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687037,Medium
Professional Wireless Systems,corporation,PRWI,Chicago,IL,626,Telecommunications,4500,262500,25312,33,High,partnerships@professionalwir.com,https://www.professionalwir.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687049,High
Advanced Telecom Company,corporation,ADTE,Thornton,CO,627,Telecommunications,4488,261800,25177,29,High,community@advancedtelecom.com,https://www.advancedtelecom.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687061,High
Advanced Communications Company,corporation,ADCO,New Orleans,LA,628,Telecommunications,4476,261100,25043,29,High,community@advancedcommuni.com,https://www.advancedcommuni.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687072,Medium
Advanced Wireless Corporation,corporation,ADWI,Buffalo,NY,629,Telecommunications,4464,260400,24909,35,High,community@advancedwireles.com,https://www.advancedwireles.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687085,High
Professional Connect Group,corporation,PRCO,Idaho Falls,ID,630,Telecommunications,4452,259700,24775,35,High,marketing@professionalcon.com,https://www.professionalcon.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687097,Medium
Dynamic Telecom Enterprises,corporation,DYTE,Raleigh,NC,631,Telecommunications,4440,259000,24642,37,High,relations@dynamictelecom.com,https://www.dynamictelecom.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687108,Medium
Dynamic Telecom Corporation,corporation,DYTE,Edmond,OK,632,Telecommunications,4428,258300,24508,33,High,marketing@dynamictelecom.com,https://www.dynamictelecom.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687118,Medium
Elite Communications LLC,corporation,ELCO,Oklahoma City,OK,633,Telecommunications,4416,257600,24376,35,High,partnerships@elitecommunicat.com,https://www.elitecommunicat.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687130,Medium
Premier Mobile Corporation,corporation,PRMO,Cranston,RI,634,Telecommunications,4404,256900,24244,32,High,giving@premiermobile.com,https://www.premiermobile.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687140,Medium
Professional Wireless Inc.,corporation,PRWI,Corpus Christi,TX,635,Telecommunications,4392,256200,24112,31,High,partnerships@professionalwir.com,https://www.professionalwir.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687152,High
Premier Connect Systems,corporation,PRCO,Detroit,MI,636,Telecommunications,4380,255500,23980,27,High,community@premierconnect.com,https://www.premierconnect.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687163,Medium
Elite Network Enterprises,corporation,ELNE,Smyrna,DE,637,Telecommunications,4368,254800,23849,33,High,community@elitenetwork.com,https://www.elitenetwork.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687174,Medium
Premier Connect Holdings,corporation,PRCO,Hobbs,NM,638,Telecommunications,4356,254100,23718,29,High,marketing@premierconnect.com,https://www.premierconnect.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687186,Medium
Innovative Telecom Inc.,corporation,INTE,Waukesha,WI,639,Telecommunications,4344,253400,23587,33,High,marketing@innovativetelec.com,https://www.innovativetelec.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687202,Medium
Dynamic Network Enterprises,corporation,DYNE,Chicago,IL,640,Telecommunications,4332,252700,23457,37,High,relations@dynamicnetwork.com,https://www.dynamicnetwork.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687214,High
Strategic Wireless Inc.,corporation,STWI,Bowling Green,KY,641,Telecommunications,4320,252000,23328,30,High,partnerships@strategicwirele.com,https://www.strategicwirele.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687226,Medium
Premier Media Systems,corporation,PRME,Hialeah,FL,642,Telecommunications,4308,251300,23198,34,High,partnerships@premiermedia.com,https://www.premiermedia.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687238,High
Advanced Connect Inc.,corporation,ADCO,Gaithersburg,MD,643,Telecommunications,4296,250600,23069,36,High,giving@advancedconnect.com,https://www.advancedconnect.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687252,Medium
